Drug_Name,Reason,Description
Allercet Pedtabs Tablet 10'SAllercet L Tablet 10'SAllercet 5mg Tablet 10'SAllercet 10mg Tablet 10'S,Allergies,releief from all type of allergies
Allercet M Tablet 10'S,Allergies,relief from allergy
Allercet M Kid Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Allercrom Eye Drops 10ml,Allergies,skin care for allergy
Allercrom Forte Eye Drops 5ml,Allergies,Good for Allergic skin
Allerde 5mg Tablet 10'S,Allergies,Itching can be soothen
Allerde M Tablet 10'S,Allergies,relief from itching
Allerdest M Tablet 10'SAllerdest 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Allerfex 120mg Tablet 10'SAllerfex 180mg Tablet 10'S,Allergies,skin care for allergy
Allerfex M Tablet 10'S,Allergies,Â improve the appearance of fine lines
Allergin 10mg Tablet 10'S,Allergies,relief from allergy
Allerhin L Syrup 60ml,Allergies,releief from all type of allergies
Allerkast 10/5mg Syrup 30mlAllerkast 10/5mg Tablet 10'S,Allergies,relief from allergy
Allerkast LC 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Allerknot L Tablet 10's,Allergies,skin care for allergy
Allermax Tablet 10'S,Allergies,Good for Allergic skin
Allermax Plus Tablet 10'S,Allergies,Itching can be soothen
Allerone 5mg Tablet 10'S,Allergies,relief from itching
Allerzine 10mg Tablet 10'SAllerzine 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Allerzine L 5mg Tablet 10'S,Allergies,skin care for allergy
Allrite 5mg Tablet 10'SAllrite Capsule 10'S,Allergies,Â improve the appearance of fine lines
ALLRITE M Tablet 10'S,Allergies,relief from allergy
Allset Tablet 10'S,Allergies,releief from all type of allergies
Alocet Syrup 60mlAlocet 5mg Tablet 10'S,Allergies,relief from allergy
Alocet M Tablet 10'SAlocet M Suspension 60ml,Allergies,soothens allergies and good for all types of skin
Alocet XL Tablet 10'S,Allergies,skin care for allergy
Alovent 5mg Tablet 10'S,Allergies,Good for Allergic skin
Alsium Tablet 15'S,Allergies,Itching can be soothen
ALT FM 10/120mg Tablet 10'S,Allergies,relief from itching
Altiva 120mg Tablet 10'SAltiva 30mg Tablet 10'SAltiva 180mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Alvizine M Tablet 10'S,Allergies,skin care for allergy
Alzene 5mg Tablet 10'S,Allergies,Â improve the appearance of fine lines
Alzero 5mg Tablet 10'S,Allergies,relief from allergy
Alzero D Tablet 10'S,Allergies,releief from all type of allergies
Alzero M Syrup 60mlAlzero M 4/2.5mg Tablet 10'S,Allergies,relief from allergy
Alzine Syrup 60ml,Allergies,treat Acne which often refer to as pimples or spots
Amicet Tablet 10'S,Allergies,Good for Allergic skin
Ancer LM Syrup 60mlAncer LM Tablet 10'S,Allergies,Itching can be soothen
Angelskin AC Lotion 100ml,Allergies,relief from itching
Anticet 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
ARGELLA Tablet 10's,Allergies,skin care for allergy
ARGELLA M Tablet 10's,Allergies,Â improve the appearance of fine lines
Arokast Fx Tablet 10's,Allergies,relief from allergy
Ascoril Flu Drops 15ml,Allergies,releief from all type of allergies
Asthamon L Tablet 10'S,Allergies,relief from allergy
Avercet M Tablet 10's,Allergies,soothens allergies and good for all types of skin
AVERZINE 25mg Tablet 15's,Allergies,skin care for allergy
Avil 22.5mg Injection 10X2mlAvil 25mg Tablet 15'SAvil 25mg Injection 2mlAvil 25mg Expectorant 100mlAvil Injection 10X2mlAvil 22.7mg Injection 10mlAvil 50mg Tablet 15'S,Allergies,Good for Allergic skin
Avil NU Tablet 10'S,Allergies,Itching can be soothen
Avinorm Tablet 10'S,Allergies,relief from itching
Awayke 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Axaria 25mg Tablet 10'SAxaria 10mg Tablet 10'S,Allergies,skin care for allergy
Azfex M Tablet 10'S,Allergies,Â improve the appearance of fine lines
BELTAS 20mg Tablet 10's,Allergies,relief from allergy
Benadryl Cough Formula Syrup 450ml,Allergies,releief from all type of allergies
Benelix Syrup 60ml,Allergies,relief from allergy
Bepomac 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Bepozal Tablet 10's,Allergies,skin care for allergy
Betawin LC 5mg Tablet 10'S,Allergies,Good for Allergic skin
Betni 4mg Injection 1ml,Allergies,Itching can be soothen
Betonix 10mg Tablet 10'S,Allergies,relief from itching
BILAGRA 20mg Tablet 10's,Allergies,soothens allergies and good for all types of skin
BILANAIR 20mg Tablet 10's,Allergies,skin care for allergy
BILANIX Tablet 10's,Allergies,Â improve the appearance of fine lines
BILANTA 20mg Tablet 10's,Allergies,relief from allergy
BILASTERO 20mg Tablet 10's,Allergies,releief from all type of allergies
BILASURE 20mg Tablet 10's,Allergies,relief from allergy
BILAZAP 20mg Tablet 10's,Allergies,treat Acne which often refer to as pimples or spots
BILAZEST 20mg Tablet 10's,Allergies,Good for Allergic skin
BILAZO Tablet 10's,Allergies,Itching can be soothen
BILLARGIC 20mg Tablet 10's,Allergies,relief from itching
Borox M 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Breathezy L Tablet 10'S,Allergies,skin care for allergy
Breaze L Tablet 10'S,Allergies,Â improve the appearance of fine lines
Breaze L Kid Tablet 10'S,Allergies,relief from allergy
Briocold 4/2.5mg Suspension 30ml,Allergies,releief from all type of allergies
Bronkolast L 4/2.5mg Tablet 10'S,Allergies,relief from allergy
Brunda M 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Byellergy 10mg Tablet 10'S,Allergies,skin care for allergy
BYLOZA 20mg Tablet 10's,Allergies,Good for Allergic skin
Cadistin 4mg Tablet 1000'S,Allergies,Itching can be soothen
Calagy Lotion 100ml,Allergies,relief from itching
Calciluvin Syrup 100ml,Allergies,soothens allergies and good for all types of skin
Centiluk 10/5mg Tablet 10'SCentiluk 4/2.5mg Syrup 60ml,Allergies,skin care for allergy
CEPIAM TR 8mg Capsule 10's,Allergies,Â improve the appearance of fine lines
Ceriz Syrup 60ml,Allergies,relief from allergy
Ceriz L Mont 10/5mg Tablet 10'S,Allergies,releief from all type of allergies
Cerzin L Syrup 30mlCerzin L 5mg Tablet 10'S,Allergies,relief from allergy
Cetcip 10mg Tablet 10'SCetcip Syrup 30ml,Allergies,soothens allergies and good for all types of skin
Cetcip Cold Tablet 10'S,Allergies,skin care for allergy
Cetcip L 5mg Tablet 10'S,Allergies,Good for Allergic skin
Cetemed Tablet 10'S,Allergies,Itching can be soothen
Ceteze Syrup 30ml,Allergies,relief from itching
Cetfast 10mg Tablet 10'SCetfast Syrup 30ml,Allergies,soothens allergies and good for all types of skin
Cetfast M Oral Suspension 60ml,Allergies,skin care for allergy
Cetgel Capsule 10'S,Allergies,Â improve the appearance of fine lines
Ceticad 5mg Suspension 30mlCeticad 10mg Tablet 10'SCeticad 1mg Syrup 60ml,Allergies,relief from allergy
Cetimax 10mg Tablet 10'S,Allergies,releief from all type of allergies
Cetimon 4/2.5mg Tablet 10'SCetimon 10/5mg Tablet 10'S,Allergies,relief from allergy
Cetinam Syrup 60mlCetinam 10mg Tablet 10'S,Allergies,treat Acne which often refer to as pimples or spots
CETIP Tablet 10's,Allergies,Good for Allergic skin
CETIP A Tablet 10's,Allergies,Itching can be soothen
Cetiriz 10mg Tablet 10'SCetiriz Syrup 60ml,Allergies,relief from itching
Cetiriz G Syrup 30ml,Allergies,soothens allergies and good for all types of skin
Cetiriz L 5mg Tablet 10'S,Allergies,skin care for allergy
Cetiz 10mg Tablet 10'SCetiz 5mg Syrup 30ml,Allergies,Â improve the appearance of fine lines
Cetlergy 10mg Tablet 10'S,Allergies,relief from allergy
Cetpil Tablet 10'S,Allergies,releief from all type of allergies
Cetral 10mg Tablet 10'SCetral Syrup 30ml,Allergies,relief from allergy
Cetral O 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Cetramac Tablet 10'sCetramac 10Mg Syrup 60ml,Allergies,skin care for allergy
Cetrezol 10mg Tablet 10'SCetrezol 5mg Tablet 10'SCetrezol L Tablet 10'S,Allergies,Good for Allergic skin
Cetrezol L Forte Tablet 10'S,Allergies,Itching can be soothen
Cetrid OD 10mg Tablet 10'S,Allergies,relief from itching
CETRIKAA 10mg Tablet 10's,Allergies,soothens allergies and good for all types of skin
Cetriliv Tablet 10'SCetriliv 5mg Tablet 10'S,Allergies,skin care for allergy
Cetriliv M Syrup 60mlCetriliv M 5/10mg Tablet 10'S,Allergies,Â improve the appearance of fine lines
Cetrinat Syrup 60ml,Allergies,relief from allergy
Cetrine Tablet 10'SCetrine Syrup 60ml,Allergies,releief from all type of allergies
Cetriplus Syrup 60ml,Allergies,relief from allergy
Cetriver 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Cetriwal 10mg Tablet 10'S,Allergies,skin care for allergy
Cetrizet 10mg Tablet 10'SCetrizet 5mg Tablet 10'S,Allergies,Good for Allergic skin
Cetrizine 10mg Tablet 10'SCetrizine 1mg Syrup 30ml,Allergies,Itching can be soothen
Cetrizine (Zydus Cadila) 10mg Tablet 10'S,Allergies,relief from itching
CETTOP 10mg Tablet 10's,Allergies,soothens allergies and good for all types of skin
Cetze Tablet 10'S,Allergies,skin care for allergy
Cetzine Tablet 10'S,Allergies,Â improve the appearance of fine lines
CETZY 10mg Tablet 10's,Allergies,relief from allergy
Cezin Tablet 10'S,Allergies,releief from all type of allergies
Cistin 5mg Tablet 10'SCistin 5mg Syrup 60ml,Allergies,relief from allergy
Cistin L 5mg Tablet 10'S,Allergies,treat Acne which often refer to as pimples or spots
Citicad 10mg Tablet 10'S,Allergies,Good for Allergic skin
CITRITO Tablet 10's,Allergies,Itching can be soothen
CITZEN 10mg Tablet 10's,Allergies,relief from itching
Ciz Mt Tablet 10's,Allergies,soothens allergies and good for all types of skin
Clamist Syrup 60mlClamist 1mg Tablet 10'S,Allergies,skin care for allergy
CNF Syrup 60mlCNF Tablet 10'S,Allergies,Â improve the appearance of fine lines
CNF+ Tablet 10's,Allergies,relief from allergy
Codylex Plus Tablet 10'S,Allergies,releief from all type of allergies
Coekastle Tablet 10'S,Allergies,relief from allergy
Coekastle Kid Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Cofryl Syrup 60mlCofryl Syrup 150ml,Allergies,skin care for allergy
Cofryl OG Syrup 60mlCofryl OG Syrup 100ml,Allergies,Good for Allergic skin
Admenta 5mg Tablet 10'SAdmenta 10mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Admenta MD 5mg Tablet 10'SAdmenta MD 10mg Tablet 10'S,Alzheimer,dementia reduction
Admenta XR 14mg Tablet 3'SAdmenta XR 7mg Tablet 3'S,Alzheimer,reliefs trauma and pain
Almantin Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Almerzil 5mg Tablet 10'SAlmerzil 10mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Alzidoc 5mg Tablet 10'SAlzidoc 10mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Alzil 10mg Tablet 10'SAlzil 5mg Tablet 10'S,Alzheimer,dementia reduction
Alzil M 10mg Tablet 10'SAlzil M 5mg Tablet 10'S,Alzheimer,reliefs trauma and pain
Alzil SR 11.5mg Tablet 10'SAlzil SR 23mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Amazil 5mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Aricep SR 23mg Tablet 10'SAricep 10mg Tablet 10'SAricep 5mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Aricep M Tablet 10'S,Alzheimer,dementia reduction
BENOVAT 45mg Tablet 10's,Alzheimer,reliefs trauma and pain
Bularid Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Ceham Tablet 10'SCeham Syrup 60mlCeham P Tablet 10'SCeham Injection 4ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Ceham M Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
CEREBRAIN 90mg Tablet 10's,Alzheimer,dementia reduction
Cereloid Tablet 10'S,Alzheimer,reliefs trauma and pain
Cerevate 90mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Cholergol 30Mg Tablet 10's,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Cholinecad Injection 2mlCholinecad 500mg Tablet 10'SCHOLINECAD 250mg Injection 2ml,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Citelec 250mg Injection 2mlCitelec 1000mg Tablet 10'SCitelec 500mg Tablet 10'SCitelec 500mg Syrup 60ml,Alzheimer,dementia reduction
Citelec P 500/800mg Tablet 10'S,Alzheimer,reliefs trauma and pain
Citibral 250mg Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Citico 500mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
CITICON 500mg Tablet 10's,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Citicon P 500/800mg Tablet 10'S,Alzheimer,dementia reduction
Citiflo 500mg Injection 2mlCitiflo 500mg Tablet 10'SCitiflo 500mg Injection 4ml,Alzheimer,reliefs trauma and pain
Citilin 500mg Tablet 10'SCitilin Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Citilin P Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Citimac Injection 4mlCitimac 250mg Injection 2mlCitimac 500mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Citimac P Tablet 10'S,Alzheimer,dementia reduction
Citimet 500mg Tablet 10'S,Alzheimer,reliefs trauma and pain
Citinerve 500mg Tablet 10'SCitinerve 1000mg Tablet 10'SCitinerve 250mg Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Citinerve P Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Citinova 500mg Tablet 10'SCitinova 250mg Injection 2ml,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Citistar 500mg Tablet 10'SCitistar 750mg Tablet 10'SCitistar PM Tablet 10'S,Alzheimer,dementia reduction
Citisure 500mg Tablet 10'SCitisure 250mg Injection 2ml,Alzheimer,reliefs trauma and pain
Citivas 500mg Injection 1'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Citizac 500mg Tablet 10'SCitizac 1000mg Injection 4mlCitizac Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Citrok 250mg Injection 2mlCitrok 500mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Clinaxon 500mg Tablet 10'SClinaxon Injection 2mlClinaxon 250mg Injection 4ml,Alzheimer,dementia reduction
Clinaxon OD Tablet 10'S,Alzheimer,reliefs trauma and pain
Clinaxon P Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
COGMENTIN 5mg Tablet 10's,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Cognitam Plus Tablet 10'SCognitam Injection 15ml,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Cognitrac 60mg Injection,Alzheimer,dementia reduction
Cognolin Tablet 10'S,Alzheimer,reliefs trauma and pain
Cognolin P Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Cogpex Plus 500/800mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Colihenz 500mg Tablet 10'SColihenz Injection 2mlColihenz P 800mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Colihenz P 400mg Tablet 10'S,Alzheimer,dementia reduction
Criticoline Injection 2ml,Alzheimer,reliefs trauma and pain
Cyscolin 500mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Dmentin MD 10mg Tablet 10'SDmentin MD 5mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
DNP 10mg Tablet 10'SDNP 5mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Donamem 5mg Tablet 10'SDonamem 10mg Tablet 10'S,Alzheimer,dementia reduction
Donamind M 5mg Tablet 10'SDonamind M 10mg Tablet 10'S,Alzheimer,reliefs trauma and pain
Donaz 5mg Tablet 10'SDonaz 10mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Donecept 5mg Tablet 10'SDonecept 10mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Donecept M Forte Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
Donect 5Mg Tablet 10's,Alzheimer,dementia reduction
Donect M Tablet 10's,Alzheimer,reliefs trauma and pain
Donep 10mg Tablet 10'SDonep 5mg Tablet 15'SDonep 10mg Tablet 15'SDonep M Tablet 10'SDonep 100mg Tablet 10'SDonep Syrup 60mlDonep M Forte Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Donep Odt 5mg Tablet 10'SDonep Odt 10mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults
Donetaz SR 11.5mg Tablet 10'SDonetaz 11.5mg Tablet 10'SDonetaz 23mg Tablet 10,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,"
